work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2023,Senior,Full-Time,Analytics Engineer,230000,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,143200,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,100000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,70000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Business Data Analyst,105000,US,Partially-remote,US,Large
2023,Intermediate,Full-Time,Applied Data Scientist,20670,IN,Fully-remote,IN,Large
2023,Intermediate,Full-Time,Data Analyst,46178,GB,No-remote,GB,Medium
2023,Intermediate,Full-Time,Data Analyst,42533,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,115000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,168400,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,105200,US,No-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,309400,US,No-remote,US,Large
2023,Senior,Full-Time,Applied Scientist,159100,US,No-remote,US,Large
2023,Senior,Full-Time,Machine Learning Engineer,190000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,162500,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,130000,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,150000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,120000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,222200,US,No-remote,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,US,No-remote,US,Large
2023,Senior,Full-Time,Data Analyst,54685,CF,Fully-remote,CF,Medium
2023,Senior,Full-Time,Data Analyst,42533,CF,Fully-remote,CF,Medium
2023,Senior,Full-Time,Data Engineer,241000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,155000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,220000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,190000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,66837,GB,No-remote,GB,Medium
2023,Intermediate,Full-Time,Data Scientist,54685,GB,No-remote,GB,Medium
2020,Executive,Full-Time,Staff Data Analyst,15000,NG,No-remote,CA,Medium
2023,Intermediate,Full-Time,ETL Engineer,85066,GB,Fully-remote,GB,Medium
2023,Intermediate,Full-Time,ETL Engineer,57723,GB,Fully-remote,GB,Medium
2023,Junior,Full-Time,Data Analyst,85000,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,140000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Engineer,300000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Engineer,250000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,228000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,186000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,190000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,170000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Research Engineer,230000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Research Engineer,200000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Architect,180000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Architect,115000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Architect,200000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Architect,115000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data DevOps Engineer,53654,FR,Partially-remote,FR,Small
2023,Executive,Full-Time,Data Engineer,220000,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,205000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,180000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,130000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,200000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,150000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Computer Vision Engineer,215000,US,No-remote,US,Medium
2023,Senior,Full-Time,Computer Vision Engineer,170000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,247500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,172200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,224000,CA,No-remote,CA,Medium
2023,Senior,Full-Time,Data Scientist,176000,CA,No-remote,CA,Medium
2023,Senior,Full-Time,Data Analyst,120000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Data Engineer,17022,IN,Fully-remote,IN,Large
2023,Senior,Full-Time,Applied Data Scientist,68318,AU,Fully-remote,FI,Medium
2023,Intermediate,Full-Time,AI Developer,75020,FI,No-remote,FI,Medium
2023,Senior,Full-Time,Data Analyst,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,128000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,81500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,115000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,185000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,140000,US,No-remote,US,Medium
2023,Executive,Full-Time,Head of Data,329500,US,No-remote,US,Medium
2023,Executive,Full-Time,Head of Data,269600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,100000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,80000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,250000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,162500,US,No-remote,US,Medium
2023,Intermediate,Full-Time,AI Developer,200000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,100000,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,115000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,203500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,152000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,239000,US,No-remote,US,Large
2023,Senior,Full-Time,Data Scientist,122900,US,No-remote,US,Large
2023,Senior,Full-Time,Data Scientist,237000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,191765,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,134236,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,190000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,112000,US,Fully-remote,US,Medium
2022,Senior,Full-Time,Data Scientist,88256,ES,Fully-remote,GB,Large
2023,Junior,Full-Time,Data Engineer,85000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Engineer,65000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,135000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,105500,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Engineer,293000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Engineer,185000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,80000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,70000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,220000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,200000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,148500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,48289,ES,No-remote,ES,Medium
2023,Senior,Full-Time,Data Scientist,38631,ES,No-remote,ES,Medium
2023,Senior,Full-Time,Data Engineer,240500,US,No-remote,US,Large
2023,Senior,Full-Time,Data Engineer,123700,US,No-remote,US,Large
2023,Senior,Full-Time,Analytics Engineer,152900,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,117100,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,173000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,113000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,260000,US,No-remote,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,US,No-remote,US,Large
2023,Executive,Full-Time,Data Engineer,175000,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,110000,US,No-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,260000,US,No-remote,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,US,No-remote,US,Large
2023,Senior,Full-Time,Research Scientist,130000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,110000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,205000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,184000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,149500,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,127075,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,195000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,160000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,219535,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,146115,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,170000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,135000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,199000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,162000,US,No-remote,US,Medium
2023,Senior,Full-Time,Applied Scientist,222200,US,No-remote,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,US,No-remote,US,Large
2023,Executive,Full-Time,Analytics Engineer,221000,US,Fully-remote,US,Medium
2023,Executive,Full-Time,Analytics Engineer,153000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,187000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,128000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,210000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,136000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,100000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,179000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,109000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,245000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,180000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,142000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Manager,198800,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,105200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,125000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,112000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,210000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,155000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,115000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Manager,86000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,165000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,139000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,106000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,40663,CA,No-remote,CA,Large
2022,Senior,Full-Time,AI Developer,275000,CA,No-remote,CA,Small
2023,Senior,Freelance,Machine Learning Researcher,50000,UA,Partially-remote,UA,Small
2023,Intermediate,Full-Time,Machine Learning Engineer,280700,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Engineer,150450,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Data Scientist,51753,CA,Fully-remote,CA,Large
2023,Senior,Full-Time,Data Architect,250500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Architect,159500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,115000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,120000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Scientist,130001,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Data Scientist,71907,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,93918,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,51962,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,175000,CA,Fully-remote,CA,Medium
2023,Senior,Full-Time,Data Analyst,135000,CA,Fully-remote,CA,Medium
2023,Junior,Full-Time,Data Engineer,85000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Engineer,65000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,257000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,147000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,222000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,175000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,203000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,133200,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Applied Scientist,213660,US,No-remote,US,Large
2023,Junior,Full-Time,Applied Scientist,130760,US,No-remote,US,Large
2023,Senior,Full-Time,Data Engineer,221000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,147000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,100000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,80000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,238000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,156000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,304000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,199000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Big Data Engineer,48289,ES,Fully-remote,ES,Medium
2023,Senior,Full-Time,Data Engineer,150000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,110000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,90000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,75000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Research Scientist,195895,GB,No-remote,GB,Medium
